sample_id,user_id,item_id,valence_score,arousal_score,preference_label,rating,item_popularity_score,item_category,delta,theta,alpha,beta,gamma
999,10,100,3.902,3.2131,1,4,0.4499,article,746.3986206054688,452.0404052734375,520.6199340820312,83.54222869873047,4.608667850494385
1000,11,1,5.6076,4.6312,1,3,0.6261,short_video,940.6967163085938,385.9170227050781,446.13446044921875,86.49647521972656,4.729443550109863
1001,11,2,4.829,4.2408,0,3,0.3595,music,733.0888671875,507.68310546875,446.7179260253906,95.64889526367188,3.7182841300964355
1002,11,3,5.0085,3.3312,1,4,0.7815,movie,792.0286254882812,355.9313049316406,563.1849365234375,86.19950866699219,4.266969680786133
1003,11,4,5.4376,2.8615,0,2,0.3481,movie,877.6956176757812,521.9488525390625,438.09033203125,67.78134155273438,5.039332866668701
1004,11,5,5.0379,5.5055,1,3,0.346,article,930.9766235351562,338.166015625,497.94744873046875,84.9504623413086,4.433130741119385
1005,11,6,5.4823,5.3223,1,4,0.6321,movie,806.4736938476562,469.33319091796875,438.0738830566406,92.69966888427734,4.418647766113281
1006,11,7,5.2646,5.3302,0,4,0.682,short_video,724.3071899414062,528.355224609375,474.3329162597656,82.70197296142578,4.569075584411621
1007,11,8,5.0358,4.4313,0,3,0.6102,music,932.0789184570312,510.65557861328125,395.65618896484375,74.59184265136719,3.8508107662200928
1008,11,9,5.4069,3.2739,1,4,0.1564,short_video,600.3949584960938,336.5274963378906,610.23583984375,110.12240600585938,4.921402931213379
1009,11,10,4.4395,5.5946,1,3,0.6314,movie,793.5348510742188,425.51947021484375,508.71307373046875,85.32064819335938,3.9935390949249268
1010,11,11,4.73,4.3146,0,2,0.2622,article,1060.1571044921875,407.69830322265625,409.2240295410156,71.06716918945312,4.732292175292969
1011,11,12,5.2608,4.4426,1,4,0.5585,short_video,657.1727905273438,369.0726318359375,561.4786987304688,106.95452880859375,4.500187397003174
1012,11,13,5.0126,6.0444,0,3,0.1941,game,950.6637573242188,527.3208618164062,398.26971435546875,66.2840347290039,4.120582103729248
1013,11,14,4.9439,5.0147,1,2,0.6098,music,902.281982421875,485.3183288574219,383.19158935546875,88.10985565185547,5.226302146911621
1014,11,15,5.3651,5.0918,1,4,0.3086,article,759.205078125,376.34686279296875,485.5286560058594,109.28838348388672,5.019888401031494
1015,11,16,5.1927,4.4113,1,4,0.2171,music,741.9015502929688,370.5233459472656,491.4292907714844,111.83312225341797,5.101511001586914
1016,11,17,5.487,6.0346,1,3,0.6712,game,711.17529296875,424.19415283203125,557.0305786132812,84.90919494628906,5.43419075012207
1017,11,18,4.9474,5.2834,1,4,0.5601,music,642.6503295898438,386.2081298828125,543.0888671875,110.71527099609375,5.080460071563721
1018,11,19,5.2375,2.332,1,3,0.3512,music,895.07666015625,491.30364990234375,417.1432189941406,79.74854278564453,3.884202480316162
1019,11,20,4.7076,3.8606,1,4,0.8102,game,730.4721069335938,373.15435791015625,593.333740234375,81.68803405761719,6.169632911682129
1020,11,21,4.8853,3.3094,1,4,0.3916,movie,783.03955078125,424.83319091796875,474.6875915527344,97.85903930664062,4.0376362800598145
1021,11,22,5.4332,5.2584,1,4,0.508,movie,933.681884765625,418.5693664550781,433.3818359375,84.5086441040039,4.409615516662598
1022,11,23,6.0888,5.1198,1,3,0.5668,music,867.9611206054688,342.06005859375,530.4609375,85.04522705078125,5.127041339874268
1023,11,24,4.054,6.0369,0,3,0.3499,movie,1037.0264892578125,518.5488891601562,372.9955749511719,61.39403533935547,3.382509469985962
1024,11,25,5.2022,4.0132,1,4,0.6157,game,749.989990234375,433.193115234375,460.8794860839844,104.17019653320312,5.105199813842773
1025,11,26,3.7174,4.9115,0,3,0.3697,article,986.8922729492188,502.48480224609375,388.12457275390625,68.94345092773438,4.176015853881836
1026,11,27,6.1903,6.5277,1,3,0.3985,movie,670.4552612304688,412.96453857421875,564.016845703125,92.98687744140625,5.10602331161499
1027,11,28,4.8214,3.4293,0,3,0.7962,movie,941.2609252929688,399.2146301269531,440.7579040527344,86.12794494628906,3.6836488246917725
1028,11,29,5.3117,2.8968,0,3,0.261,movie,960.504638671875,412.10772705078125,411.2289123535156,88.3913345336914,3.8430776596069336
1029,11,30,4.5883,4.9607,0,3,0.0822,game,1100.5230712890625,443.0162353515625,404.3021240234375,57.32024002075195,4.8334126472473145
1030,11,31,4.725,4.9836,0,3,0.8335,music,1004.7571411132812,401.0714111328125,372.35400390625,94.49826049804688,4.007026195526123
1031,11,32,5.3646,4.962,1,4,0.9275,game,607.7188110351562,382.411376953125,567.1019287109375,110.8333969116211,4.63951301574707
1032,11,33,6.0754,4.1771,1,4,0.4,movie,630.52392578125,362.34814453125,529.2093505859375,122.40201568603516,5.063652992248535
1033,11,34,5.3944,5.1032,0,3,0.126,music,986.926513671875,433.67547607421875,430.6138610839844,71.96985626220703,4.509747505187988
1034,11,35,5.8869,4.6739,1,3,0.423,game,927.8372192382812,358.0739440917969,455.75628662109375,91.83473205566406,5.579366207122803
1035,11,36,4.943,5.1331,1,3,0.4289,game,831.5646362304688,406.2348937988281,488.8672790527344,88.93296813964844,4.544416427612305
1036,11,37,4.257,6.1291,0,3,0.4527,game,878.273681640625,398.25860595703125,502.7015686035156,78.93807220458984,3.757996082305908
1037,11,38,6.5823,4.664,0,3,0.2472,short_video,931.836181640625,373.070068359375,479.111328125,82.36480712890625,4.092021465301514
1038,11,39,5.1379,5.2532,0,3,0.641,game,871.8596801757812,504.3564758300781,378.52203369140625,89.66755676269531,5.987208843231201
1039,11,40,5.8944,5.9208,1,4,0.6282,article,759.4231567382812,341.2685852050781,544.2545166015625,101.18770599365234,4.083838939666748
1040,11,41,3.7915,4.9195,0,4,0.1833,game,926.2659301757812,445.4057312011719,424.3319396972656,82.74688720703125,3.6438612937927246
1041,11,42,5.4345,5.9157,0,3,0.668,music,917.0206909179688,518.9735107421875,415.47216796875,68.03923034667969,5.6077189445495605
1042,11,43,5.9464,4.3162,1,4,0.8862,music,854.09326171875,389.49786376953125,471.53741455078125,93.083984375,4.865940570831299
1043,11,44,6.019,6.4336,1,4,0.5429,music,657.1305541992188,359.92333984375,568.4329223632812,107.0412826538086,4.876984596252441
1044,11,45,3.7912,5.72,0,3,0.4165,game,1038.4373779296875,656.2318115234375,278.8682861328125,54.55174255371094,4.489167213439941
1045,11,46,5.9466,6.525,1,3,0.4646,music,829.6622924804688,389.3789978027344,479.0208435058594,96.32666015625,4.618053913116455
1046,11,47,6.6909,4.8783,1,4,0.6491,article,729.7966918945312,358.19122314453125,487.630615234375,117.15629577636719,5.496659278869629
1047,11,48,3.9329,5.3893,0,3,0.1505,game,887.0195922851562,433.828369140625,480.3604431152344,76.01214599609375,3.7965574264526367
1048,11,49,5.4231,6.6886,1,3,0.541,article,860.0665893554688,366.078857421875,485.0179138183594,94.37577056884766,4.598682880401611
1049,11,50,4.85,5.4989,0,3,0.4036,short_video,887.698486328125,454.7803955078125,460.50830078125,75.82135009765625,4.0640411376953125
1050,11,51,5.9018,4.8903,1,4,0.8639,music,667.9390869140625,434.5465087890625,548.5679931640625,94.2652816772461,4.001070022583008
1051,11,52,4.4457,6.1298,0,3,0.4566,music,937.3544311523438,497.25543212890625,340.84844970703125,92.75628662109375,4.292740821838379
1052,11,53,5.6001,4.4937,1,4,0.8413,short_video,700.5485229492188,349.11749267578125,554.9122314453125,105.0678482055664,4.762810230255127
1053,11,54,4.9377,3.8616,0,3,0.249,music,943.2837524414062,417.9688720703125,471.6651306152344,71.62200927734375,4.176146507263184
1054,11,55,4.7024,3.3879,0,4,0.6427,music,925.8618774414062,465.9288330078125,500.56903076171875,55.53561782836914,3.8198251724243164
1055,11,56,4.8184,4.4583,1,3,0.5792,article,752.7337036132812,360.9676818847656,576.7542724609375,88.2728500366211,4.286306858062744
1056,11,57,6.3339,5.1996,1,4,0.2955,game,657.96630859375,399.08148193359375,525.381103515625,109.45249938964844,5.677003383636475
1057,11,58,5.3961,5.8436,1,4,0.5442,movie,711.4666137695312,330.07318115234375,557.0103759765625,107.19918060302734,5.013432025909424
1058,11,59,4.9026,4.3971,1,3,0.7707,game,748.7977905273438,481.7531433105469,458.66241455078125,93.32377624511719,5.7076287269592285
1059,11,60,5.5279,4.4068,1,4,0.4198,game,804.8936157226562,414.81341552734375,467.1422424316406,96.98943328857422,5.111623287200928
1060,11,61,4.2263,5.5685,0,3,0.1555,article,1099.20849609375,455.25457763671875,376.4166564941406,64.02320098876953,3.653717041015625
1061,11,62,5.278,5.5576,0,4,0.4956,short_video,1084.684814453125,450.9776611328125,378.99554443359375,65.24422454833984,4.448862552642822
1062,11,63,5.0616,4.4867,0,3,0.2886,movie,1016.9580078125,429.1954345703125,425.70294189453125,69.4405288696289,3.98880672454834
1063,11,64,4.0427,6.1285,0,2,0.4152,movie,946.079833984375,506.5001220703125,398.25457763671875,71.74507141113281,4.34850549697876
1064,11,65,5.8005,4.8716,1,4,0.4796,short_video,712.7045288085938,381.78424072265625,544.4157104492188,98.21859741210938,5.482717990875244
1065,11,66,5.6425,4.928,0,3,0.1537,movie,1086.7825927734375,461.15814208984375,377.45733642578125,64.48477935791016,3.7528581619262695
1066,11,67,5.2227,4.8226,1,3,0.1658,music,778.74169921875,359.995361328125,539.9378662109375,93.53531646728516,4.6697916984558105
1067,11,68,5.1069,4.4459,1,4,0.6182,movie,816.6019897460938,424.98712158203125,494.654296875,86.5272216796875,3.567042827606201
1068,11,69,4.3622,5.6916,0,3,0.3722,movie,887.06201171875,445.4212341308594,480.23773193359375,73.17706298828125,3.838042736053467
1069,11,70,4.2444,5.6228,1,3,0.0714,article,882.9782104492188,361.0421142578125,523.7652587890625,80.14627075195312,4.556488037109375
1070,11,71,5.3488,5.3818,0,3,0.6867,movie,1083.2755126953125,462.0328063964844,358.57049560546875,69.41383361816406,4.837212085723877
1071,11,72,5.4731,5.4349,1,4,0.5677,movie,765.85888671875,455.7716064453125,483.21075439453125,89.2668228149414,5.874362468719482
1072,11,73,5.9183,4.8148,1,3,0.3287,article,763.6011352539062,432.1068115234375,502.3485412597656,90.49763488769531,4.988968849182129
1073,11,74,4.1129,3.8786,0,2,0.2113,movie,917.706298828125,570.3114013671875,394.80712890625,63.36122131347656,3.485072374343872
1074,11,75,5.4319,5.1842,1,4,0.6976,article,789.59326171875,401.98980712890625,504.0880432128906,93.39773559570312,4.073993682861328
1075,11,76,6.3311,3.8277,1,4,0.5865,movie,680.1897583007812,334.1607360839844,578.7666015625,106.41316986083984,4.474989891052246
1076,11,77,5.1286,4.3137,1,3,0.9155,movie,737.6183471679688,395.99664306640625,558.1046142578125,87.33788299560547,4.746626853942871
1077,11,78,4.7012,6.0249,0,2,0.6035,movie,1034.95556640625,479.241455078125,368.54302978515625,71.95632934570312,3.5760767459869385
1078,11,79,5.8116,5.6212,1,3,0.5957,short_video,938.0169067382812,358.192138671875,466.70849609375,86.19570922851562,6.082172870635986
1079,11,80,5.8051,5.5092,1,3,0.4584,short_video,811.6632690429688,376.12225341796875,500.5741271972656,95.74803161621094,4.9723734855651855
1080,11,81,6.1418,3.5072,1,4,0.6936,game,692.5856323242188,377.8009033203125,539.4344482421875,105.6091079711914,4.200718879699707
1081,11,82,6.0592,3.7358,1,3,0.6514,music,733.8195190429688,417.5152587890625,492.69573974609375,102.60636138916016,4.507683277130127
1082,11,83,4.0364,5.7497,0,3,0.7776,movie,925.3494262695312,490.2724914550781,396.81439208984375,79.02950286865234,4.752650260925293
1083,11,84,5.2469,5.8915,1,3,0.3725,game,833.2445678710938,371.197265625,555.3541870117188,77.3821792602539,4.2870774269104
1084,11,85,5.5676,3.5323,0,3,0.3928,music,894.1539916992188,447.30511474609375,424.9169921875,86.2906265258789,5.004133224487305
1085,11,86,5.9077,5.4172,1,3,0.3825,game,749.8378295898438,349.50531005859375,549.5260620117188,97.77664184570312,5.317846775054932
1086,11,87,5.5137,5.9178,1,3,0.688,short_video,752.5319213867188,367.8235168457031,567.9804077148438,88.28907012939453,4.6953043937683105
1087,11,88,5.8669,4.1562,1,4,0.8173,article,900.0081176757812,447.6893005371094,398.197998046875,94.42096710205078,4.092091083526611
1088,11,89,5.0593,3.6246,0,3,0.3873,game,1000.7212524414062,372.3831787109375,455.00823974609375,77.19684600830078,4.401421070098877
1089,11,90,6.4443,3.6364,0,3,0.3954,movie,769.2406616210938,404.1142272949219,474.60711669921875,104.04869842529297,5.388103008270264
1090,11,91,5.3425,6.5859,1,3,0.5779,music,732.5866088867188,312.77227783203125,610.90673828125,92.41232299804688,4.927772045135498
1091,11,92,5.5649,4.5119,0,3,0.4389,article,796.0460815429688,437.642822265625,486.27362060546875,89.94140625,3.2228901386260986
1092,11,93,6.8815,4.3331,1,3,0.7215,game,741.3876342773438,374.88323974609375,505.08087158203125,106.32622528076172,4.893565654754639
1093,11,94,5.1704,5.169,1,4,0.0952,short_video,631.803955078125,423.3184814453125,536.1334838867188,105.14612579345703,5.351262092590332
1094,11,95,4.5078,5.0595,0,3,0.3043,game,879.82080078125,585.4527587890625,345.3849182128906,80.37146759033203,4.193084239959717
1095,11,96,5.9463,5.1711,1,4,0.3138,movie,836.5098266601562,404.495361328125,465.20281982421875,94.6497802734375,4.845068454742432
1096,11,97,4.6503,5.0494,0,2,0.0895,article,1089.8876953125,423.8022155761719,366.6656799316406,75.52095031738281,3.8430418968200684
1097,11,98,5.2076,5.1091,0,3,0.2762,short_video,912.5199584960938,607.8455810546875,358.49053955078125,66.4083480834961,3.7668910026550293
1098,11,99,4.6817,5.1934,0,2,0.2859,article,980.296630859375,416.11260986328125,439.3111267089844,75.7742691040039,3.433400869369507
1099,11,100,6.4785,5.9537,1,3,0.4499,article,903.2888793945312,529.460205078125,397.40130615234375,74.1877212524414,4.416669845581055
1100,12,1,4.4396,4.6958,0,3,0.6261,short_video,945.9387817382812,442.01409912109375,421.50750732421875,80.02729797363281,4.512207508087158
1101,12,2,5.0473,6.1987,0,3,0.3595,music,950.3303833007812,466.20306396484375,401.0683288574219,79.78948211669922,3.936675548553467
1102,12,3,6.1718,4.0662,1,4,0.7815,movie,681.8248901367188,324.52752685546875,557.287109375,113.07144165039062,5.4846954345703125
1103,12,4,5.29,5.8707,0,3,0.3481,movie,1131.0252685546875,388.45379638671875,395.479248046875,68.3526840209961,3.9654581546783447
1104,12,5,5.6288,6.2193,0,2,0.346,article,1110.038818359375,417.87042236328125,378.3483581542969,70.02706909179688,4.2375168800354
1105,12,6,5.0765,4.5579,0,2,0.6321,movie,1047.3475341796875,399.9867248535156,413.1896057128906,75.00485229492188,4.205809593200684
1106,12,7,5.6293,4.0017,1,4,0.682,short_video,558.852783203125,424.19427490234375,561.3350830078125,110.87141418457031,4.943392753601074
1107,12,8,5.311,5.4119,1,4,0.6102,music,774.0939331054688,397.9458923339844,455.8252868652344,110.42206573486328,4.707220077514648
1108,12,9,3.4659,5.0074,0,2,0.1564,short_video,1049.2840576171875,547.0497436523438,339.3021545410156,60.9246826171875,4.314019680023193
1109,12,10,5.037,5.4207,0,3,0.6314,movie,936.0025024414062,426.9572448730469,408.17852783203125,88.51290893554688,4.559584617614746
1110,12,11,4.75,4.5182,0,2,0.2622,article,977.844970703125,529.0338134765625,394.4427185058594,62.990203857421875,3.0231099128723145
1111,12,12,6.5788,6.524,1,4,0.5585,short_video,763.7794799804688,334.3837890625,525.90478515625,106.56690216064453,4.729092121124268
1112,12,13,6.9306,3.0739,1,5,0.1941,game,565.571533203125,309.4951171875,670.2077026367188,104.17147827148438,5.397759914398193
1113,12,14,5.818,5.6672,1,3,0.6098,music,908.3323364257812,359.21685791015625,501.74871826171875,83.15633392333984,3.966294527053833
1114,12,15,5.524,4.2582,1,4,0.3086,article,596.0839233398438,370.67828369140625,617.01220703125,100.29440307617188,5.5097880363464355
1115,12,16,4.1626,5.6815,0,2,0.2171,music,1085.6263427734375,562.6483154296875,345.95318603515625,49.450191497802734,4.346903324127197
1116,12,17,5.4942,5.107,1,3,0.6712,game,778.9560546875,434.5523681640625,477.6089782714844,94.46808624267578,4.748097896575928
1117,12,18,5.4564,5.3061,1,4,0.5601,music,706.7218627929688,403.2063293457031,534.7271728515625,98.3917236328125,4.631938457489014
1118,12,19,5.7699,5.0963,0,3,0.3512,music,879.71875,426.8911437988281,524.77978515625,66.35628509521484,3.4371349811553955
1119,12,20,5.4709,5.8986,1,3,0.8102,game,849.6676635742188,387.40765380859375,483.68927001953125,91.65802764892578,4.657832622528076
1120,12,21,5.9369,5.19,0,3,0.3916,movie,1039.6661376953125,499.7005920410156,375.94036865234375,64.37100982666016,3.6676442623138428
1121,12,22,5.4592,6.2566,1,3,0.508,movie,810.9006958007812,460.9110107421875,488.7637634277344,79.18489837646484,5.211073875427246
1122,12,23,4.8374,4.8961,0,4,0.5668,music,831.68115234375,450.50592041015625,462.61309814453125,85.61117553710938,4.488065719604492
1123,12,24,6.773,4.8364,1,4,0.3499,movie,713.5588989257812,363.29071044921875,609.9234619140625,83.39364624023438,5.565820217132568
1124,12,25,5.424,5.7035,1,3,0.6157,game,927.51513671875,379.21734619140625,459.2027282714844,86.43624877929688,4.092910289764404
1125,12,26,6.3286,6.0612,1,4,0.3697,article,786.300048828125,364.9353942871094,531.9376220703125,93.33003234863281,4.982450008392334
1126,12,27,5.4564,4.6646,1,4,0.3985,movie,871.15966796875,378.8189392089844,468.88775634765625,93.39750671386719,5.277352809906006
1127,12,28,6.1204,5.2299,1,4,0.7962,movie,804.3281860351562,395.8553161621094,502.7618713378906,91.4405288696289,4.886955738067627
1128,12,29,6.1062,4.1706,1,4,0.261,movie,805.7330932617188,427.17620849609375,436.8267517089844,102.23486328125,5.626102924346924
1129,12,30,4.6762,3.7343,0,3,0.0822,game,1046.159912109375,505.4164733886719,346.56597900390625,69.83402252197266,3.6557745933532715
1130,12,31,4.1858,6.7026,1,4,0.8335,music,661.6358032226562,383.4012145996094,502.68035888671875,119.85917663574219,5.19871187210083
1131,12,32,3.8582,5.4446,0,3,0.9275,game,1024.608154296875,541.9707641601562,334.195556640625,67.61363220214844,4.920462608337402
1132,12,33,4.4612,3.781,0,3,0.4,movie,933.2888793945312,463.272705078125,412.6710510253906,79.99491882324219,4.0654706954956055
1133,12,34,4.0802,4.5633,0,4,0.126,music,888.8140258789062,370.5575866699219,527.2245483398438,74.95934295654297,5.307160377502441
1134,12,35,6.2673,4.2617,1,3,0.423,game,984.4534301757812,460.7908630371094,369.39288330078125,82.97637176513672,5.822332859039307
1135,12,36,5.4889,4.6427,0,3,0.4289,game,967.8261108398438,490.28253173828125,382.3016052246094,75.6400146484375,5.11438512802124
1136,12,37,5.5757,4.6498,1,3,0.4527,game,741.2868041992188,392.70257568359375,571.1139526367188,83.9848403930664,4.193280220031738
1137,12,38,5.4965,6.5366,0,4,0.2472,short_video,925.3897094726562,449.013916015625,435.05548095703125,77.98228454589844,4.515806198120117
1138,12,39,5.5638,4.6022,1,4,0.641,game,701.0007934570312,314.1659851074219,604.361572265625,100.17621612548828,4.389595031738281
1139,12,40,5.4777,4.7659,0,3,0.6282,article,902.5166015625,376.0027770996094,500.6502990722656,80.66867065429688,4.264458179473877
1140,12,41,5.6983,5.7749,1,3,0.1833,game,780.0359497070312,435.3179016113281,483.8182678222656,93.26080322265625,3.965627431869507
1141,12,42,4.7509,3.7256,1,3,0.668,music,766.6071166992188,470.01434326171875,467.51287841796875,90.82689666748047,5.558316230773926
1142,12,43,5.4424,4.3335,1,4,0.8862,music,752.6900024414062,376.32171630859375,552.7362670898438,90.39401245117188,5.233841896057129
1143,12,44,5.2888,6.1204,0,2,0.5429,music,1062.7152099609375,557.2373657226562,331.43695068359375,59.570220947265625,3.8754384517669678
1144,12,45,6.1433,5.7665,1,4,0.4165,game,605.2232055664062,358.34918212890625,648.6838989257812,93.12869262695312,4.555837631225586
1145,12,46,6.0875,6.2258,1,3,0.4646,music,735.2890625,378.44189453125,545.6199951171875,96.30339813232422,4.062266826629639
1146,12,47,5.5613,4.0197,1,4,0.6491,article,674.3731079101562,446.667236328125,522.3607177734375,95.33964538574219,5.70551872253418
1147,12,48,5.2935,6.1568,1,4,0.1505,game,818.0657348632812,398.678955078125,516.8947143554688,84.0578384399414,5.25141716003418
1148,12,49,6.3093,5.1943,1,4,0.541,article,629.4153442382812,361.2755126953125,571.2713012695312,111.04440307617188,4.350759029388428
1149,12,50,6.3808,6.9959,1,3,0.4036,short_video,637.7543334960938,360.8774719238281,624.8809204101562,93.5163345336914,4.711987495422363
1150,12,51,5.8865,4.6701,0,3,0.8639,music,875.9198608398438,436.3159484863281,428.4710998535156,92.00541687011719,4.2368245124816895
1151,12,52,4.8017,5.4585,1,3,0.4566,music,916.0403442382812,401.3584289550781,455.72418212890625,84.52521514892578,4.456521034240723
1152,12,53,6.0889,6.7007,1,4,0.8413,short_video,738.9794921875,393.76904296875,574.6737060546875,82.03311920166016,4.805978298187256
1153,12,54,3.5928,6.1482,0,3,0.249,music,1120.0819091796875,511.53277587890625,348.8106994628906,55.138336181640625,3.8856801986694336
1154,12,55,6.5086,4.7052,1,3,0.6427,music,631.3255615234375,311.0812683105469,673.0758056640625,91.96585083007812,4.778172492980957
1155,12,56,4.2627,3.1525,0,2,0.5792,article,978.2312622070312,467.3055419921875,423.3505859375,68.3971939086914,3.7817885875701904
1156,12,57,4.1251,3.9979,0,2,0.2955,game,998.2053833007812,624.601806640625,328.99700927734375,55.35550308227539,4.357072830200195
1157,12,58,5.4567,6.1726,1,4,0.5442,movie,828.927978515625,457.1529846191406,476.3395080566406,80.6978759765625,4.256743907928467
1158,12,59,5.3583,3.7464,0,4,0.7707,game,951.8698120117188,373.9007568359375,448.2467346191406,86.36492919921875,5.069477558135986
1159,12,60,5.5689,6.2013,1,3,0.4198,game,873.46630859375,432.935791015625,447.6083068847656,85.44140625,5.7600226402282715
1160,12,61,5.3756,2.4408,1,3,0.1555,article,825.2097778320312,463.7809753417969,455.7777404785156,86.2911605834961,4.427488803863525
1161,12,62,4.3645,5.5512,1,4,0.4956,short_video,833.8357543945312,383.9114990234375,526.1071166992188,82.57628631591797,4.255620956420898
1162,12,63,5.1722,5.3108,1,4,0.2886,movie,851.35302734375,437.42156982421875,426.8631896972656,95.86695098876953,4.514811038970947
1163,12,64,4.7345,5.1967,1,4,0.4152,movie,893.5989379882812,409.825927734375,428.60009765625,94.764892578125,4.444323539733887
1164,12,65,6.2572,6.6783,1,3,0.4796,short_video,751.936767578125,437.4166259765625,530.1573486328125,82.8094482421875,4.865646839141846
1165,12,66,4.7104,5.3716,1,4,0.1537,movie,647.6434936523438,336.3011169433594,584.8015747070312,108.69062805175781,5.586346626281738
1166,12,67,6.4007,5.7353,1,4,0.1658,music,679.640380859375,391.0649719238281,464.9580078125,124.80000305175781,5.899537086486816
1167,12,68,5.8747,4.1257,1,4,0.6182,movie,677.2561645507812,383.82952880859375,576.0807495117188,95.60003662109375,4.14463472366333
1168,12,69,5.4684,4.0995,1,4,0.3722,movie,783.25439453125,344.92193603515625,601.8443603515625,79.26644134521484,4.39465856552124
1169,12,70,4.2098,6.1932,0,2,0.0714,article,955.2213745117188,476.94830322265625,439.6031188964844,64.88494873046875,4.16711950302124
1170,12,71,6.739,6.035,1,4,0.6867,movie,779.3176879882812,312.685546875,596.4935302734375,87.40316009521484,5.625510215759277
1171,12,72,4.9924,7.2837,0,3,0.5677,movie,1001.315185546875,514.5732421875,339.8062438964844,77.93478393554688,3.9012269973754883
1172,12,73,4.5747,5.6222,1,4,0.3287,article,872.0997924804688,421.51824951171875,478.10498046875,81.04685974121094,4.695397853851318
1173,12,74,4.5097,3.6613,0,3,0.2113,movie,867.084716796875,414.52691650390625,499.32421875,76.90046691894531,5.293916702270508
1174,12,75,5.0941,4.836,1,3,0.6976,article,657.1669311523438,361.6893310546875,606.9114379882812,96.30967712402344,3.804185628890991
1175,12,76,4.6663,4.3625,0,3,0.5865,movie,958.8795776367188,409.65777587890625,460.35797119140625,74.34542846679688,3.8011586666107178
1176,12,77,4.6714,4.888,0,4,0.9155,movie,916.12255859375,525.9196166992188,384.9764709472656,76.40193176269531,4.834543704986572
1177,12,78,6.2384,4.0628,1,5,0.6035,movie,662.8671875,362.5502624511719,588.5081176757812,99.95865631103516,4.430241107940674
1178,12,79,5.0562,5.0468,0,3,0.5957,short_video,791.98193359375,502.21844482421875,499.02545166015625,70.48527526855469,4.325301647186279
1179,12,80,5.8006,3.8947,0,2,0.4584,short_video,1173.32177734375,470.799072265625,314.355224609375,65.38133239746094,3.565521001815796
1180,12,81,3.157,5.8872,0,2,0.6936,game,893.502197265625,502.4131774902344,432.2818298339844,72.77301025390625,3.630486011505127
1181,12,82,5.5668,5.7435,1,4,0.6514,music,632.9406127929688,389.4374694824219,572.0505981445312,102.46026611328125,5.463942050933838
1182,12,83,7.4324,4.0474,1,4,0.7776,movie,606.205810546875,326.12841796875,642.4296875,101.48661041259766,5.5742950439453125
1183,12,84,4.5994,5.6784,1,3,0.3725,game,829.5712890625,493.9200744628906,463.152587890625,76.4118881225586,4.623169422149658
1184,12,85,5.0493,5.8021,1,4,0.3928,music,699.2666625976562,352.1771240234375,541.4199829101562,107.71424102783203,5.883936405181885
1185,12,86,4.4554,3.5761,0,3,0.3825,game,989.856201171875,420.15899658203125,398.9566345214844,84.04163360595703,4.504349231719971
1186,12,87,4.2761,4.8638,1,4,0.688,short_video,827.32861328125,437.0549011230469,493.58935546875,80.71896362304688,4.807706832885742
1187,12,88,6.3803,5.7168,1,5,0.8173,article,631.0899047851562,378.0270080566406,602.19384765625,97.64092254638672,4.414623737335205
1188,12,89,5.3613,5.7476,1,4,0.3873,game,896.6593627929688,406.05206298828125,436.861572265625,91.93142700195312,5.560547351837158
1189,12,90,5.2664,3.4598,1,3,0.3954,movie,794.5372924804688,377.6519775390625,509.27618408203125,95.44213104248047,4.879660129547119
1190,12,91,4.266,5.9568,0,3,0.5779,music,914.8933715820312,417.85650634765625,486.26318359375,71.54375457763672,4.740894794464111
1191,12,92,4.8423,3.4592,1,3,0.4389,article,833.7639770507812,438.24786376953125,421.1075134277344,100.97447967529297,4.381911277770996
1192,12,93,4.7463,3.7768,1,4,0.7215,game,778.96484375,358.69970703125,508.79913330078125,102.76045227050781,4.535500526428223
1193,12,94,4.6884,5.7764,0,3,0.0952,short_video,1086.8065185546875,570.8251953125,298.8337707519531,63.275146484375,2.9174067974090576
1194,12,95,4.3444,4.2698,0,3,0.3043,game,901.099853515625,425.0539855957031,442.23406982421875,85.50463104248047,4.9104132652282715
1195,12,96,5.6194,4.4321,1,4,0.3138,movie,604.2073974609375,290.112548828125,619.22265625,117.7024917602539,4.4519476890563965
1196,12,97,4.8406,4.5317,0,4,0.0895,article,922.12548828125,405.7256164550781,485.07208251953125,73.3666763305664,4.679636478424072
1197,12,98,5.0119,3.8333,0,3,0.2762,short_video,815.8981323242188,453.1922912597656,503.8313903808594,76.19388580322266,4.0377397537231445
1198,12,99,6.313,6.5838,1,3,0.2859,article,697.13134765625,275.8271484375,574.4683837890625,117.73609924316406,5.086465835571289
1199,12,100,5.4243,4.8932,1,2,0.4499,article,685.757568359375,461.6162109375,521.4878540039062,90.50350952148438,5.41814661026001
1200,13,1,4.5551,3.8916,0,3,0.6261,short_video,1039.86376953125,483.38165283203125,365.3248596191406,71.01030731201172,3.8379597663879395
1201,13,2,6.0519,3.8629,0,4,0.3595,music,905.4645385742188,408.1959533691406,462.4339294433594,83.07503509521484,4.563465595245361
1202,13,3,5.4878,4.572,0,4,0.7815,movie,881.66455078125,429.0699768066406,480.88067626953125,77.5589599609375,3.904473304748535
1203,13,4,5.7963,4.1183,1,4,0.3481,movie,703.157958984375,416.41363525390625,533.409423828125,96.23519897460938,4.5544962882995605
